Id,Nro víctimas,Año,Mes,Día,Hora estandar,Tipo de calle,Cruce,Lugar del hecho,Comuna,Pos x,Pos y,Participantes,Víctima,Acusado,Hora,Rol,Sexo,Edad,FECHA_FALLECIMIENTO,BARRIOS,AREA
2019-0104,1,2019,Diciembre,Sábado,4,AVENIDA,SI,RIVADAVIA AV. y PERGAMINO,10,-58.47460416,-34.63206174,MOTO-AUTO,MOTO,AUTO,4,PASAJERO_ACOMPAÑANTE,FEMENINO,23,12/22/2019,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,12656556.9378
2019-0105,1,2019,Mayo,Domingo,11,AVENIDA,SI,SANTO TOME y SEGUROLA AV.,10,-58.50512382,-34.61520391,PEATON-AUTO,PEATON,AUTO,11,PEATON,FEMENINO,82,5/8/2019,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,12656556.9378
2020-0001,1,2020,Enero,Sábado,10,CALLE,SI,URIARTE y LOYOLA,15,-58.43910409,-34.59213355,PEATON-AUTO,PEATON,AUTO,10,PEATON,FEMENINO,87,1/4/2020,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,14322896.6041
2020-0002,1,2020,Enero,Domingo,20,AVENIDA,SI,SARAZA y VARELA AV.,7,-58.45019436,-34.64646409,MOTO-OBJETO FIJO,MOTO,MOTO,20,CONDUCTOR,MASCULINO,36,1/7/2020,FLORES - PARQUE CHACABUCO,12422900.8308
2020-0003,1,2020,Enero,Sábado,6,AVENIDA,SI,RIVADAVIA AV. y COMBATE DE LOS POZOS,3,-58.39337644,-34.60927582,PEATON-AUTO,PEATON,AUTO,6,PEATON,MASCULINO,44,1/11/2020,BALVANERA - SAN CRISTOBAL,6385991.39578
2020-0004,1,2020,Enero,Martes,21,AVENIDA,SI,RODRIGUEZ PEÑA y RIVADAVIA AV.,1,-58.39055614,-34.60919284,PEATON-PASAJEROS,PEATON,PASAJEROS,21,PEATON,MASCULINO,82,1/15/2020,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2020-0005,1,2020,Enero,Martes,6,AVENIDA,SI,24 DE NOVIEMBRE y SAN JUAN AV.,3,-58.41036975,-34.62477021,MOTO-PASAJEROS,MOTO,PASAJEROS,6,CONDUCTOR,MASCULINO,25,2/10/2020,BALVANERA - SAN CRISTOBAL,6385991.39578
2020-0006,1,2020,Enero,Lunes,12,AVENIDA,NO,LAFUENTE AV. 2250,8,-58.44925765,-34.65412546,MOTO-CARGAS,MOTO,CARGAS,12,CONDUCTOR,MASCULINO,23,1/20/2020,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2020-0007,1,2020,Enero,Lunes,0,CALLE,SI,CHILE y LIMA,1,-58.3815685,-34.61648696,PEATON-MOTO,PEATON,MOTO,0,PEATON,MASCULINO,52,1/27/2020,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2020-0008,1,2020,Enero,Jueves,7,AVENIDA,SI,"CORDOBA AV. y JAURES, JEAN",2,-58.40662899,-34.59804521,MOTO-CARGAS,MOTO,CARGAS,7,CONDUCTOR,MASCULINO,49,1/30/2020,RECOLETA,6317264.56099
2020-0009,1,2020,Febrero,Martes,14,CALLE,SI,"PERON, JUAN DOMINGO, TTE. GENERAL y SALGUERO, JERONIMO",5,-58.41985649,-34.6060085,PEATON-AUTO,PEATON,AUTO,14,PEATON,MASCULINO,48,2/5/2020,ALMAGRO - BOEDO,6660603.11937
2020-0010,1,2020,Febrero,Sábado,5,AVENIDA,SI,9 DE JULIO AV. y SAN JUAN AV.,1,-58.38099833,-34.62214953,MOTO-OBJETO FIJO,MOTO,MOTO,5,CONDUCTOR,MASCULINO,0,2/8/2020,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2020-0011,1,2020,Febrero,Miércoles,11,CALLE,NO,COLOMBRES 466,5,-58.41803309,-34.61823178,MOTO-CARGAS,MOTO,CARGAS,11,CONDUCTOR,MASCULINO,31,2/12/2020,ALMAGRO - BOEDO,6660603.11937
2020-0012,1,2020,Febrero,Martes,21,CALLE,NO,MEXICO 2860,3,-58.40604003,-34.61783553,PEATON-MOTO,PEATON,MOTO,21,PEATON,FEMENINO,66,2/18/2020,BALVANERA - SAN CRISTOBAL,6385991.39578
2020-0013,1,2020,Febrero,Jueves,12,AVENIDA,SI,COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.,15,-58.47549929,-34.57994061,PEATON-MOTO,PEATON,MOTO,12,PEATON,FEMENINO,58,3/3/2020,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,14322896.6041
2020-0014,1,2020,Febrero,Jueves,2,CALLE,SI,BERMUDEZ y NOGOYA,11,-58.51398484,-34.61600366,MOTO-PASAJEROS,MOTO,PASAJEROS,2,CONDUCTOR,MASCULINO,0,2/27/2020,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,14120042.4238
2020-0015,1,2020,Febrero,Viernes,14,AVENIDA,SI,BRASIL AV. y PASEO COLON AV.,1,-58.36797542,-34.62519403,MOTO-PASAJEROS,MOTO,PASAJEROS,14,CONDUCTOR,MASCULINO,29,2/28/2020,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2020-0016,1,2020,Febrero,Sábado,13,AVENIDA,NO,"ALEM, LEANDRO N. AV. 770",1,-58.37133616,-34.59879316,PEATON-PASAJEROS,PEATON,PASAJEROS,13,PEATON,MASCULINO,68,3/9/2020,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2020-0017,1,2020,Marzo,Jueves,23,AVENIDA,SI,BELGRANO AV. y RINCON,3,-58.39613805,-34.61413568,PEATON-AUTO,PEATON,AUTO,23,PEATON,MASCULINO,0,3/5/2020,BALVANERA - SAN CRISTOBAL,6385991.39578
2020-0018,1,2020,Marzo,Lunes,14,AVENIDA,NO,"UDAONDO, GUILLERMO AV. 901",13,-58.44903073,-34.54200276,MOTO-OBJETO FIJO,MOTO,MOTO,14,CONDUCTOR,MASCULINO,31,3/9/2020,BELGRANO - COLEGIALES - NUÑEZ,14713213.1821
2020-0019,1,2020,Marzo,Martes,21,CALLE,SI,CONSTITUCION y CASTRO,5,-58.41972364,-34.6284667,PEATON-AUTO,PEATON,AUTO,21,PEATON,FEMENINO,80,3/10/2020,ALMAGRO - BOEDO,6660603.11937
2020-0020,1,2020,Marzo,Viernes,17,AVENIDA,SI,"PUEYRREDON AV. y GOMEZ, VALENTIN",3,-58.40571596,-34.60557123,PEATON-MOTO,PEATON,MOTO,17,PEATON,FEMENINO,74,3/17/2020,BALVANERA - SAN CRISTOBAL,6385991.39578
2020-0021,1,2020,Marzo,Sábado,16,CALLE,NO,"BRAVO, MARIO 1279",2,-58.4145159,-34.59488319,PEATON-AUTO,PEATON,AUTO,16,PEATON,FEMENINO,87,3/14/2020,RECOLETA,6317264.56099
2020-0022,1,2020,Abril,Martes,6,AUTOPISTA,SI,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,AUTO-CARGAS,AUTO,CARGAS,6,PASAJERO_ACOMPAÑANTE,MASCULINO,44,4/7/2020,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2020-0023,1,2020,Abril,Jueves,18,AVENIDA,SI,"ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.",4,-58.35791192,-34.63695178,AUTO-CARGAS,AUTO,CARGAS,18,CONDUCTOR,MASCULINO,44,5/3/2020,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2020-0024,1,2020,Abril,Viernes,7,CALLE,NO,MURGUIONDO 1339,9,-58.50801713,-34.65177305,AUTO-AUTO,AUTO,AUTO,7,CONDUCTOR,MASCULINO,53,4/24/2020,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2020-0025,1,2020,Mayo,Martes,5,AVENIDA,NO,RIVADAVIA AV. 2551,3,-58.40258477,-34.60975108,PEATON-AUTO,PEATON,AUTO,5,PEATON,MASCULINO,0,5/12/2020,BALVANERA - SAN CRISTOBAL,6385991.39578
2020-0026,1,2020,Mayo,Domingo,6,AUTOPISTA,NO,"LUGONES, LEOPOLDO AV. KM 6,1",14,0.0,0.0,MOTO-OBJETO FIJO,MOTO,MOTO,6,CONDUCTOR,MASCULINO,28,5/17/2020,PALERMO,15845871.2876
2020-0027,1,2020,Mayo,Lunes,8,AVENIDA,SI,"DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",8,-58.48267426,-34.68454456,PEATON-CARGAS,PEATON,CARGAS,8,PEATON,MASCULINO,76,5/18/2020,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2020-0028,1,2020,Mayo,Martes,10,AVENIDA,SI,"SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",15,-58.44248936,-34.60221948,PEATON-PASAJEROS,PEATON,PASAJEROS,10,PEATON,MASCULINO,91,5/23/2020,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,14322896.6041
2020-0029,1,2020,Junio,Miércoles,14,GRAL PAZ,SI,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",9,-58.52909134,-34.63886726,PEATON-PASAJEROS,PEATON,PASAJEROS,14,PEATON,MASCULINO,80,6/12/2020,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2020-0030,1,2020,Junio,Martes,15,AVENIDA,NO,SAN MARTIN AV. 1550,6,-58.45158942,-34.6064658,MULTIPLE,MOTO,MULTIPLE,15,CONDUCTOR,MASCULINO,40,6/16/2020,CABALLITO,6851028.91357
2020-0031,1,2020,Junio,Martes,8,AVENIDA,SI,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",9,-58.49344309,-34.65788529,MOTO-CARGAS,MOTO,CARGAS,8,CONDUCTOR,MASCULINO,29,6/30/2020,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2020-0032,1,2020,Julio,Viernes,23,AVENIDA,SI,CORRIENTES AV. y SERRANO,15,-58.44259166,-34.59635137,MOTO-AUTO,MOTO,AUTO,23,CONDUCTOR,MASCULINO,21,7/10/2020,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,14322896.6041
2020-0033,1,2020,Julio,Domingo,6,GRAL PAZ,SI,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,AUTO-OBJETO FIJO,AUTO,AUTO,6,CONDUCTOR,MASCULINO,32,7/19/2020,BELGRANO - COLEGIALES - NUÑEZ,14713213.1821
2020-0034,1,2020,Agosto,Domingo,3,CALLE,SI,"MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",3,-58.41178158,-34.60922259,PEATON-AUTO,PEATON,AUTO,3,PEATON,FEMENINO,0,8/2/2020,BALVANERA - SAN CRISTOBAL,6385991.39578
2020-0035,1,2020,Agosto,Martes,5,AUTOPISTA,NO,AUTOPISTA 25 DE MAYO y PUMACAHUA,7,-58.45068621,-34.63638927,MOTO-PASAJEROS,MOTO,PASAJEROS,5,CONDUCTOR,MASCULINO,40,8/4/2020,FLORES - PARQUE CHACABUCO,12422900.8308
2020-0036,1,2020,Agosto,Viernes,18,AVENIDA,SI,"SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",14,-58.42016954,-34.5877879,PEATON-MOTO,PEATON,MOTO,18,PEATON,MASCULINO,72,8/22/2020,PALERMO,15845871.2876
2020-0037,1,2020,Agosto,Sábado,4,AVENIDA,SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON-AUTO,PEATON,AUTO,4,PEATON,MASCULINO,38,8/29/2020,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2020-0039,1,2020,Septiembre,Martes,19,CALLE,NO,MURGUIONDO,9,0.0,0.0,PEATON-CARGAS,PEATON,CARGAS,19,PEATON,MASCULINO,44,9/1/2020,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2020-0040,1,2020,Septiembre,Sábado,3,AVENIDA,SI,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.5780581,AUTO-OBJETO FIJO,AUTO,AUTO,3,CONDUCTOR,MASCULINO,0,9/12/2020,RECOLETA,6317264.56099
2020-0041,1,2020,Septiembre,Lunes,1,AVENIDA,SI,"CURAPALIGUE y PERON, EVA AV.",7,-58.4475047,-34.63491705,MOTO-PASAJEROS,MOTO,PASAJEROS,1,CONDUCTOR,MASCULINO,34,9/28/2020,FLORES - PARQUE CHACABUCO,12422900.8308
2020-0042,1,2020,Septiembre,Martes,17,AVENIDA,SI,"DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",8,-58.46745752,-34.68192648,PEATON-PASAJEROS,PEATON,PASAJEROS,17,PEATON,FEMENINO,53,9/29/2020,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2020-0043,1,2020,Septiembre,Miércoles,17,AVENIDA,SI,"ALEM, LEANDRO N. AV. y PARAGUAY",1,-58.37202621,-34.59717942,PEATON-PASAJEROS,PEATON,PASAJEROS,17,PEATON,MASCULINO,64,9/30/2020,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2020-0044,1,2020,Octubre,Lunes,0,AVENIDA,SI,LA PLATA AV. e INDEPENDENCIA AV.,6,-58.42779702,-34.62207347,AUTO-AUTO,AUTO,AUTO,0,CONDUCTOR,MASCULINO,43,10/5/2020,CABALLITO,6851028.91357
2020-0045,1,2020,Octubre,Lunes,3,GRAL PAZ,SI,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,AUTO-CARGAS,AUTO,CARGAS,3,CONDUCTOR,MASCULINO,50,10/19/2020,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2020-0046,1,2020,Octubre,Martes,21,AVENIDA,SI,"NAZCA AV. y CARRANZA, ADOLFO P.",11,-58.4844016,-34.60776782,MOTO-MOTO,MOTO,MOTO,21,CONDUCTOR,MASCULINO,41,10/27/2020,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,14120042.4238
2020-0047,1,2020,Octubre,Martes,14,AUTOPISTA,SI,AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.,9,-58.46668375,-34.65174801,PEATON-CARGAS,PEATON,CARGAS,14,PEATON,MASCULINO,15,10/27/2020,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2020-0048,1,2020,Octubre,Jueves,20,AVENIDA,NO,DORREGO AV. 614,15,-58.4495878,-34.59322448,MOTO-OBJETO FIJO,MOTO,MOTO,20,CONDUCTOR,MASCULINO,41,10/29/2020,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,14322896.6041
2020-0049,1,2020,Octubre,Viernes,20,AVENIDA,SI,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,PEATON-AUTO,PEATON,AUTO,20,PEATON,MASCULINO,36,10/30/2020,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2020-0050,1,2020,Noviembre,Domingo,22,AVENIDA,SI,SANTA FE AV. y GODOY CRUZ,14,-58.42525456,-34.57866344,PEATON-MOTO,PEATON,MOTO,22,PEATON,FEMENINO,28,11/1/2020,PALERMO,15845871.2876
2020-0051,1,2020,Noviembre,Jueves,0,AVENIDA,SI,AVELLANEDA AV. y MERCEDES,10,-58.48493828,-34.62981124,MOTO-AUTO,MOTO,AUTO,0,CONDUCTOR,MASCULINO,49,11/5/2020,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,12656556.9378
2020-0052,1,2020,Noviembre,Sábado,6,AVENIDA,SI,TUCUMAN y PUEYRREDON AV.,3,-58.40480504,-34.60183884,BICICLETA-CARGAS,BICICLETA,CARGAS,6,CICLISTA,MASCULINO,44,11/7/2020,BALVANERA - SAN CRISTOBAL,6385991.39578
2020-0053,1,2020,Noviembre,Lunes,3,AVENIDA,SI,"ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",4,-58.41125934,-34.6541774,AUTO-AUTO,AUTO,AUTO,3,PASAJERO_ACOMPAÑANTE,MASCULINO,27,11/9/2020,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2020-0054,1,2020,Noviembre,Jueves,9,CALLE,SI,INCLAN y ALBERTI,4,-58.39956546,-34.6297708,BICICLETA-AUTO,BICICLETA,AUTO,9,CICLISTA,MASCULINO,59,11/23/2020,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2020-0055,1,2020,Noviembre,Jueves,12,AVENIDA,NO,OLAZABAL AV. 5437,12,-58.49005682,-34.5786897,PEATON-CARGAS,PEATON,CARGAS,12,PEATON,MASCULINO,91,12/11/2020,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,15570926.6376
2020-0056,1,2020,Noviembre,Sábado,13,GRAL PAZ,SI,"PAZ, GRAL. AV. y ROCA, CNEL. AV.",8,-58.47064556,-34.69843756,MOTO-CARGAS,MOTO,CARGAS,13,CONDUCTOR,FEMENINO,34,11/21/2020,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2020-0057,1,2020,Noviembre,Lunes,7,AVENIDA,SI,"NAZCA AV. y VIALE, LUIS",11,-58.4750156,-34.61945902,PEATON-AUTO,PEATON,AUTO,7,PEATON,MASCULINO,84,11/23/2020,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,14120042.4238
2020-0058,1,2020,Noviembre,Martes,16,AVENIDA,SI,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,PEATON-AUTO,PEATON,AUTO,16,PEATON,MASCULINO,57,11/25/2020,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,12656556.9378
2020-0059,1,2020,Diciembre,Martes,6,CALLE,NO,BRASIL 1100,1,-58.3795169,-34.62794241,PEATON-PASAJEROS,PEATON,PASAJEROS,6,PEATON,FEMENINO,49,12/14/2020,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2020-0060,1,2020,Diciembre,Jueves,20,AVENIDA,SI,"HOMERO y PERON, EVA AV.",9,-58.47750832,-34.65672199,PEATON-MOTO,PEATON,MOTO,20,PEATON,FEMENINO,69,12/3/2020,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2020-0061,1,2020,Diciembre,Jueves,14,AUTOPISTA,SI,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,MOTO-CARGAS,MOTO,CARGAS,14,CONDUCTOR,MASCULINO,45,12/4/2020,BELGRANO - COLEGIALES - NUÑEZ,14713213.1821
2020-0062,1,2020,Diciembre,Viernes,17,CALLE,NO,MORENO 1845,3,-58.39246272,-34.61253541,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,17,CICLISTA,MASCULINO,47,12/4/2020,BALVANERA - SAN CRISTOBAL,6385991.39578
2020-0065,1,2020,Diciembre,Sábado,16,GRAL PAZ,SI,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO-AUTO,MOTO,AUTO,16,CONDUCTOR,MASCULINO,24,12/6/2020,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,15570926.6376
2020-0066,1,2020,Diciembre,Lunes,4,AUTOPISTA,NO,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),10,-58.50178784,-34.63593897,MOTO-OBJETO FIJO,MOTO,MOTO,4,CONDUCTOR,MASCULINO,27,12/7/2020,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,12656556.9378
2020-0067,1,2020,Diciembre,Viernes,22,AVENIDA,SI,SAENZ AV. y BEAZLEY,4,-58.41657793,-34.65476216,PEATON-PASAJEROS,PEATON,PASAJEROS,22,PEATON,MASCULINO,51,12/11/2020,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2020-0068,1,2020,Diciembre,Sábado,20,AVENIDA,SI,DEL LIBERTADOR AV. y AUSTRIA,2,-58.39731474,-34.58307887,MOTO-AUTO,MOTO,AUTO,20,CONDUCTOR,MASCULINO,71,12/20/2020,RECOLETA,6317264.56099
2020-0069,1,2020,Diciembre,Martes,5,AVENIDA,SI,"INDEPENDENCIA AV. y SAENZ PEÑA, LUIS, PRES.",1,-58.38746381,-34.61790839,MOTO-PASAJEROS,MOTO,PASAJEROS,5,PASAJERO_ACOMPAÑANTE,MASCULINO,25,12/15/2020,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2020-0070,1,2020,Diciembre,Jueves,15,AVENIDA,SI,"CALLAO AV. y LAS HERAS, GENERAL",2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS,15,PEATON,FEMENINO,81,12/22/2020,RECOLETA,6317264.56099
2020-0071,1,2020,Diciembre,Jueves,23,AVENIDA,SI,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,PEATON-AUTO,PEATON,AUTO,23,PEATON,MASCULINO,4,12/17/2020,FLORES - PARQUE CHACABUCO,12422900.8308
2020-0072,1,2020,Diciembre,Sábado,3,AVENIDA,SI,"JUJUY AV. y CALVO, CARLOS",3,-58.40280471,-34.62113271,BICICLETA-AUTO,BICICLETA,AUTO,3,CICLISTA,MASCULINO,42,12/19/2020,BALVANERA - SAN CRISTOBAL,6385991.39578
2020-0073,1,2020,Diciembre,Domingo,7,AVENIDA,SI,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO-OBJETO FIJO,MOTO,MOTO,7,CONDUCTOR,MASCULINO,56,12/20/2020,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2020-0074,1,2020,Diciembre,Domingo,21,AVENIDA,SI,BOGOTA y NAZCA AV.,7,-58.47110424,-34.62742408,AUTO-AUTO,AUTO,AUTO,21,CONDUCTOR,MASCULINO,39,12/20/2020,FLORES - PARQUE CHACABUCO,12422900.8308
2020-0075,1,2020,Diciembre,Miércoles,14,AVENIDA,SI,CORRIENTES AV. y 9 DE JULIO AV.,1,-58.38220928,-34.60373898,PEATON-PASAJEROS,PEATON,PASAJEROS,14,PEATON,MASCULINO,23,12/23/2020,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2020-0076,1,2020,Diciembre,Jueves,12,AVENIDA,SI,ALVAREZ JONTE AV. y CHIVILCOY,10,-58.49794468,-34.61565025,AUTO-PASAJEROS,AUTO,PASAJEROS,12,CONDUCTOR,FEMENINO,78,1/17/2021,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,12656556.9378
2020-0078,1,2020,Diciembre,Viernes,5,CALLE,NO,BARCO CENTENERA DEL 1118,7,-58.43706741,-34.63217813,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,5,CICLISTA,MASCULINO,26,12/25/2020,FLORES - PARQUE CHACABUCO,12422900.8308
2020-0079,1,2020,Diciembre,Domingo,4,GRAL PAZ,SI,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO-OBJETO FIJO,MOTO,MOTO,4,CONDUCTOR,MASCULINO,28,12/27/2020,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,15570926.6376
2021-0001,1,2021,Enero,Miércoles,18,AUTOPISTA,NO,AU FRONDIZI KM. 3,1,-58.37960727,-34.62622851,MOTO-AUTO,MOTO,AUTO,18,CONDUCTOR,MASCULINO,36,1/6/2021,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2021-0002,1,2021,Enero,Jueves,10,AVENIDA,SI,"CASTRO, EMILIO AV. y MURGUIONDO",9,-58.51061062,-34.64972472,MOTO-CARGAS,MOTO,CARGAS,10,CONDUCTOR,FEMENINO,47,1/7/2021,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2021-0003,1,2021,Enero,Domingo,7,AUTOPISTA,NO,AUTOPISTA 25 DE MAYO KM. 3.7,7,-58.43052224,-34.62941648,MOTO-OBJETO FIJO,MOTO,MOTO,7,CONDUCTOR,MASCULINO,27,1/10/2021,FLORES - PARQUE CHACABUCO,12422900.8308
2021-0004,1,2021,Enero,Lunes,9,AVENIDA,SI,CASEROS AV. y GUARANI,5,-58.41455544,-34.63866836,PEATON-CARGAS,PEATON,CARGAS,9,PEATON,FEMENINO,61,1/11/2021,ALMAGRO - BOEDO,6660603.11937
2021-0005,1,2021,Enero,Lunes,21,AVENIDA,NO,"PERON, EVA AV. 3800",9,-58.46774439,-34.64730145,PEATON-AUTO,PEATON,AUTO,21,PEATON,MASCULINO,73,1/14/2021,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2021-0006,1,2021,Enero,Martes,21,AUTOPISTA,SI,AUTOPISTA ARTURO ILLIA y SARMIENTO AV.,14,-58.40786274,-34.56726817,MOTO-CARGAS,MOTO,CARGAS,21,PASAJERO_ACOMPAÑANTE,FEMENINO,23,1/12/2021,PALERMO,15845871.2876
2021-0007,1,2021,Enero,Lunes,10,AVENIDA,SI,DE LOS CONSTITUYENTES AV. y GIRIBONE,15,-58.48744301,-34.58622275,MOTO-MOTO,MOTO,MOTO,10,CONDUCTOR,MASCULINO,84,1/26/2021,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,14322896.6041
2021-0008,1,2021,Enero,Viernes,23,AVENIDA,SI,"SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41657793,-34.65476216,PEATON-PASAJEROS,PEATON,PASAJEROS,23,PEATON,MASCULINO,28,1/22/2021,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2021-0009,1,2021,Enero,Sábado,5,AVENIDA,SI,PAYSANDU y GAONA AV.,6,-58.45351111,-34.61134937,MOTO-OBJETO FIJO,MOTO,MOTO,5,CONDUCTOR,MASCULINO,31,1/23/2021,CABALLITO,6851028.91357
2021-0010,1,2021,Enero,Sábado,8,GRAL PAZ,SI,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.5007381,-34.5497951,MOTO-AUTO,MOTO,AUTO,8,CONDUCTOR,MASCULINO,28,1/23/2021,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,15570926.6376
