Id,Nro víctimas,Año,Mes,Día,Hora estandar,Tipo de calle,Cruce,Lugar del hecho,Comuna,Pos x,Pos y,Participantes,Víctima,Acusado,Hora,Rol,Sexo,Edad,FECHA_FALLECIMIENTO,BARRIOS,AREA
2021-0011,1,2021,Enero,Miércoles,1,AVENIDA,NO,SANTA FE AV. 1675,2,-58.39144148,-34.59564871,PEATON-AUTO,PEATON,AUTO,1,PEATON,MASCULINO,21,1/27/2021,RECOLETA,6317264.56099
2021-0012,1,2021,Enero,Viernes,20,AUTOPISTA,SI,"DELLEPIANE, LUIS, TTE. GRAL. y GUAMINI",8,-58.48191128,-34.68385968,PEATON-AUTO,PEATON,AUTO,20,PEATON,MASCULINO,0,1/29/2021,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2021-0013,1,2021,Enero,Domingo,6,AVENIDA,SI,"FALCON, RAMON L.,CNEL. y OLIVERA AV.",10,-58.48727942,-34.63652467,MOTO-OBJETO FIJO,MOTO,MOTO,6,CONDUCTOR,MASCULINO,41,1/31/2021,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,12656556.9378
2021-0014,1,2021,Febrero,Martes,0,AVENIDA,SI,SAN MARTIN AV. y NOGOYA,15,-58.48328708,-34.59779521,PEATON-AUTO,PEATON,AUTO,0,PEATON,MASCULINO,28,2/18/2021,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,14322896.6041
2021-0015,1,2021,Febrero,Sábado,3,AVENIDA,SI,SAN MARTIN AV. y TINOGASTA,15,-58.49018543,-34.5972499,MOTO-OBJETO FIJO,MOTO,MOTO,3,CONDUCTOR,MASCULINO,26,2/6/2021,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,14322896.6041
2021-0016,1,2021,Febrero,Domingo,5,AVENIDA,SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y DE LA TORRE, LISANDRO",8,-58.47230127,-34.68482689,AUTO-OBJETO FIJO,AUTO,AUTO,5,CONDUCTOR,MASCULINO,22,2/14/2021,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2021-0017,1,2021,Febrero,Miércoles,4,AVENIDA,SI,SALTA y CASEROS AV.,1,-58.38262614,-34.63168269,MOTO-PASAJEROS,MOTO,PASAJEROS,4,CONDUCTOR,MASCULINO,33,2/17/2021,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2021-0018,1,2021,Febrero,Sábado,19,CALLE,SI,"JAURES, JEAN y PERON, JUAN DOMINGO, TTE. GENERAL",3,-58.41047268,-34.60793518,PEATON-AUTO,PEATON,AUTO,19,PEATON,MASCULINO,36,3/8/2021,BALVANERA - SAN CRISTOBAL,6385991.39578
2021-0019,1,2021,Febrero,Domingo,1,AVENIDA,SI,"TRIUNVIRATO AV. y LARRALDE, CRISOLOGO AV.",12,-58.49659234,-34.56353635,MOTO-OBJETO FIJO,MOTO,MOTO,1,CONDUCTOR,MASCULINO,30,2/21/2021,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,15570926.6376
2021-0020,1,2021,Febrero,Domingo,15,CALLE,SI,POTOSI y GASCON,5,-58.42462955,-34.60727189,PEATON-CARGAS,PEATON,CARGAS,15,PEATON,FEMENINO,0,2/21/2021,ALMAGRO - BOEDO,6660603.11937
2021-0021,1,2021,Febrero,Viernes,5,CALLE,SI,"YRIGOYEN, HIPOLITO y 24 DE NOVIEMBRE",3,-58.41168345,-34.61185625,MOTO-OBJETO FIJO,MOTO,MOTO,5,CONDUCTOR,MASCULINO,39,3/4/2021,BALVANERA - SAN CRISTOBAL,6385991.39578
2021-0022,1,2021,Febrero,Domingo,12,AVENIDA,SI,DEL LIBERTADOR AV. y ROOSEVELT FRANKLIN D.,13,-58.45157681,-34.55217303,PASAJEROS-SD,PASAJEROS,SD,12,PASAJERO_ACOMPAÑANTE,MASCULINO,68,3/6/2021,BELGRANO - COLEGIALES - NUÑEZ,14713213.1821
2021-0023,1,2021,Marzo,Lunes,9,AUTOPISTA,NO,"AU BUENOS AIRES LA PLATA  KM 4,5",4,0.0,0.0,MOTO-CARGAS,MOTO,CARGAS,9,CONDUCTOR,MASCULINO,24,3/1/2021,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2021-0024,1,2021,Marzo,Miércoles,16,AVENIDA,SI,"PERON, EVA AV. y PIEDRA BUENA AV.",9,-58.49573651,-34.67006054,BICICLETA-CARGAS,BICICLETA,CARGAS,16,CICLISTA,MASCULINO,5,3/3/2021,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2021-0025,1,2021,Marzo,Jueves,3,GRAL PAZ,SI,"PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.",8,-58.48695354,-34.68795245,MOTO-OTRO,MOTO,OTRO,3,CONDUCTOR,MASCULINO,37,3/11/2021,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2021-0026,1,2021,Marzo,Lunes,2,AUTOPISTA,NO,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y QUINQUELA MARTIN, BENITO",4,-58.37562539,-34.64449357,MOTO-OBJETO FIJO,MOTO,MOTO,2,CONDUCTOR,MASCULINO,36,3/15/2021,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2021-0027,1,2021,Marzo,Martes,15,GRAL PAZ,SI,"PAZ, GRAL. AV. y DONADO",12,-58.49491054,-34.54795581,MOTO-CARGAS,MOTO,CARGAS,15,CONDUCTOR,FEMENINO,19,3/16/2021,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,15570926.6376
2021-0028,1,2021,Marzo,Lunes,17,AVENIDA,SI,"COREA AV. y TORRES Y TENORIO, PRES.",7,-58.44147621,-34.64357704,PEATON-PASAJEROS,PEATON,PASAJEROS,17,PEATON,MASCULINO,0,3/29/2021,FLORES - PARQUE CHACABUCO,12422900.8308
2021-0029,1,2021,Marzo,Miércoles,18,AVENIDA,SI,"FALCON, RAMON L.,CNEL. y SAN PEDRITO AV.",7,-58.46899119,-34.63215432,AUTO-AUTO,AUTO,AUTO,18,CONDUCTOR,MASCULINO,26,4/2/2021,FLORES - PARQUE CHACABUCO,12422900.8308
2021-0030,1,2021,Abril,Sábado,18,CALLE,NO,FINOCHIETTO ENRIQUE DR. 1623,4,-58.38685612,-34.63455776,PEATON-PASAJEROS,PEATON,PASAJEROS,18,PEATON,MASCULINO,36,4/7/2021,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2021-0031,1,2021,Abril,Miércoles,10,AVENIDA,SI,9 DE JULIO AV. e INDEPENDENCIA AV.,1,-58.38113667,-34.61765323,PEATON-CARGAS,PEATON,CARGAS,10,PEATON,FEMENINO,68,4/11/2021,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2021-0032,1,2021,Abril,Sábado,19,AUTOPISTA,SI,"CANTILO, INT. y GUIRALDES, INT.",13,-58.44112678,-34.54538956,PEATON-MOTO,PEATON,MOTO,19,PEATON,MASCULINO,60,4/29/2021,BELGRANO - COLEGIALES - NUÑEZ,14713213.1821
2021-0033,1,2021,Abril,Miércoles,17,AUTOPISTA,NO,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-58.41595919,-34.62743346,AUTO-OBJETO FIJO,AUTO,AUTO,17,CONDUCTOR,MASCULINO,33,4/14/2021,ALMAGRO - BOEDO,6660603.11937
2021-0034,1,2021,Abril,Lunes,14,AVENIDA,SI,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.40184094,-34.64546845,MOTO-CARGAS,MOTO,CARGAS,14,PASAJERO_ACOMPAÑANTE,FEMENINO,26,4/19/2021,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2021-0035,1,2021,Mayo,Lunes,9,AVENIDA,SI,"JANER, ANA MARIA y LAFUENTE AV.",8,-58.44642231,-34.65679806,MOTO-CARGAS,MOTO,CARGAS,9,CONDUCTOR,MASCULINO,24,5/3/2021,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2021-0036,1,2021,Mayo,Domingo,6,GRAL PAZ,SI,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,-58.52340614,-34.59798754,MOTO-OBJETO FIJO,MOTO,MOTO,6,CONDUCTOR,MASCULINO,36,5/9/2021,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,14120042.4238
2021-0037,1,2021,Mayo,Martes,7,AVENIDA,SI,"MONROE y BALBIN, RICARDO, DR. AV.",13,-58.46649069,-34.56219075,PEATON-PASAJEROS,PEATON,PASAJEROS,7,PEATON,FEMENINO,58,5/11/2021,BELGRANO - COLEGIALES - NUÑEZ,14713213.1821
2021-0038,1,2021,Mayo,Viernes,11,AVENIDA,SI,"JUSTO, JUAN B. AV. y SANTA FE AV.",14,-58.42653328,-34.57816791,MOTO-CARGAS,MOTO,CARGAS,11,CONDUCTOR,FEMENINO,44,5/14/2021,PALERMO,15845871.2876
2021-0039,1,2021,Mayo,Sábado,12,AVENIDA,SI,"OLIDEN y ALBERDI, JUAN BAUTISTA AV.",9,-58.50407099,-34.65303372,BICICLETA-AUTO,BICICLETA,AUTO,12,CICLISTA,MASCULINO,86,6/5/2021,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2021-0040,1,2021,Mayo,Jueves,5,GRAL PAZ,SI,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,MOTO-AUTO,MOTO,AUTO,5,CONDUCTOR,MASCULINO,27,5/20/2021,BELGRANO - COLEGIALES - NUÑEZ,14713213.1821
2021-0041,1,2021,Mayo,Jueves,8,AVENIDA,SI,DEL LIBERTADOR AV. y CASARES AV.,14,-58.40986646,-34.5772806,PEATON-PASAJEROS,PEATON,PASAJEROS,8,PEATON,MASCULINO,75,5/20/2021,PALERMO,15845871.2876
2021-0042,1,2021,Mayo,Viernes,5,AVENIDA,NO,RIVADAVIA AV. 10900,9,-58.51739138,-34.63931792,PEATON-PASAJEROS,PEATON,PASAJEROS,5,PEATON,MASCULINO,39,5/21/2021,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2021-0043,1,2021,Mayo,Sábado,18,AVENIDA,SI,"ALBERDI, JUAN BAUTISTA AV. y PILAR",9,-58.50719962,-34.65556223,PEATON-AUTO,PEATON,AUTO,18,PEATON,MASCULINO,50,5/22/2021,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2021-0044,1,2021,Mayo,Martes,2,AVENIDA,SI,"PERON, EVA AV. y ACOSTA, MARIANO",9,-58.46712311,-34.64600222,MOTO-OBJETO FIJO,MOTO,MOTO,2,PASAJERO_ACOMPAÑANTE,MASCULINO,21,5/25/2021,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2021-0045,1,2021,Mayo,Miércoles,17,AUTOPISTA,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,MULTIPLE,MOTO,MULTIPLE,17,CONDUCTOR,MASCULINO,22,5/26/2021,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2021-0046,1,2021,Mayo,Lunes,2,AVENIDA,SI,ELCANO AV. y GUZMAN AV.,15,-58.46033141,-34.58569883,AUTO-OBJETO FIJO,AUTO,AUTO,2,PASAJERO_ACOMPAÑANTE,MASCULINO,20,5/31/2021,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,14322896.6041
2021-0047,1,2021,Junio,Miércoles,16,AVENIDA,SI,"VEDIA, AGUSTIN DE y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.42190745,-34.65633192,MOTO-AUTO,MOTO,AUTO,16,CONDUCTOR,MASCULINO,59,6/2/2021,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2021-0048,1,2021,Junio,Jueves,9,AVENIDA,SI,CAPDEVILA y CONGRESO AV.,12,-58.49026573,-34.5698141,BICICLETA-AUTO,BICICLETA,AUTO,9,CICLISTA,MASCULINO,44,6/23/2021,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,15570926.6376
2021-0049,1,2021,Junio,Jueves,20,AVENIDA,NO,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",8,-58.45410344,-34.66902702,AUTO-AUTO,AUTO,AUTO,20,CONDUCTOR,MASCULINO,74,6/3/2021,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2021-0050,1,2021,Junio,Jueves,13,AVENIDA,NO,DEL LIBERTADOR AV. 5958,13,-58.44751621,-34.55719892,MOTO-PASAJEROS,MOTO,PASAJEROS,13,CONDUCTOR,MASCULINO,56,6/10/2021,BELGRANO - COLEGIALES - NUÑEZ,14713213.1821
2021-0051,1,2021,Junio,Martes,19,AVENIDA,SI,27 DE FEBRERO AV. y EREZCANO AV.,4,-58.42040352,-34.66005171,PEATON-CARGAS,PEATON,CARGAS,19,PEATON,MASCULINO,73,6/16/2021,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2021-0052,1,2021,Junio,Domingo,5,GRAL PAZ,NO,"PAZ, GRAL. AV. 14723",8,-58.49530249,-34.68010798,MOTO-OBJETO FIJO,MOTO,MOTO,5,PASAJERO_ACOMPAÑANTE,FEMENINO,19,6/20/2021,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2021-0053,1,2021,Junio,Domingo,12,AVENIDA,NO,CORRIENTES AV. 5783,15,-58.44399875,-34.5947736,PEATON-BICICLETA,PEATON,BICICLETA,12,PEATON,MASCULINO,58,6/30/2021,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,14322896.6041
2021-0054,1,2021,Junio,Martes,14,CALLE,SI,TABARE y EREZCANO,4,-58.42759813,-34.65463857,MOTO-CARGAS,MOTO,CARGAS,14,CONDUCTOR,MASCULINO,41,6/22/2021,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2021-0055,1,2021,Junio,Martes,12,AVENIDA,SI,CORRIENTES AV. y PUEYRREDON AV.,3,-58.40547222,-34.60456293,MOTO-CARGAS,MOTO,CARGAS,12,PASAJERO_ACOMPAÑANTE,MASCULINO,47,6/29/2021,BALVANERA - SAN CRISTOBAL,6385991.39578
2021-0056,1,2021,Julio,Viernes,23,AVENIDA,SI,"CORRALES y MORENO, PERITO AV.",4,-58.42473018,-34.6500828,BICICLETA-AUTO,BICICLETA,AUTO,23,CICLISTA,MASCULINO,60,7/9/2021,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2021-0057,1,2021,Julio,Sábado,23,AUTOPISTA,NO,AUTOPISTA  ARTURO ILLIA (CABINA DE PEAJE),2,-58.39257023,-34.57563957,AUTO-OBJETO FIJO,AUTO,AUTO,23,CONDUCTOR,MASCULINO,46,7/10/2021,RECOLETA,6317264.56099
2021-0058,1,2021,Julio,Miércoles,0,GRAL PAZ,SI,"PAZ, GRAL. AV. y VEDIA",12,-58.48941042,-34.54596153,PEATON-AUTO,PEATON,AUTO,0,PEATON,MASCULINO,24,7/21/2021,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,15570926.6376
2021-0059,1,2021,Julio,Jueves,1,AVENIDA,NO,"GARAY, JUAN DE AV. 2269",3,-58.3964074,-34.62783085,AUTO-OBJETO FIJO,AUTO,AUTO,1,PASAJERO_ACOMPAÑANTE,FEMENINO,44,7/22/2021,BALVANERA - SAN CRISTOBAL,6385991.39578
2021-0060,1,2021,Julio,Jueves,12,AVENIDA,SI,"SALGUERO, JERONIMO y RIVADAVIA AV.",5,-58.41971993,-34.6111224,PEATON-PASAJEROS,PEATON,PASAJEROS,12,PEATON,FEMENINO,80,7/22/2021,ALMAGRO - BOEDO,6660603.11937
2021-0061,1,2021,Julio,Sábado,9,AVENIDA,SI,"MORENO, PERITO AV. y ALCORTA, AMANCIO AV.",4,-58.40544588,-34.65012801,PEATON-CARGAS,PEATON,CARGAS,9,PEATON,FEMENINO,55,7/24/2021,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2021-0062,1,2021,Julio,Martes,7,AVENIDA,NO,LA PLATA AV. 2723,4,-58.42003882,-34.64645957,AUTO-CARGAS,AUTO,CARGAS,7,CONDUCTOR,MASCULINO,73,7/27/2021,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2021-0063,1,2021,Agosto,Lunes,4,AVENIDA,NO,"ALBERDI, JUAN BAUTISTA AV. 2906",7,-58.46851293,-34.63348678,AUTO-AUTO,AUTO,AUTO,4,PASAJERO_ACOMPAÑANTE,FEMENINO,31,8/2/2021,FLORES - PARQUE CHACABUCO,12422900.8308
2021-0064,1,2021,Agosto,Lunes,20,GRAL PAZ,SI,"PAZ, GRAL. AV. y TONELERO",9,-58.52931141,-34.65422917,PEATON-CARGAS,PEATON,CARGAS,20,PEATON,MASCULINO,37,8/3/2021,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2021-0065,1,2021,Agosto,Viernes,8,AVENIDA,SI,SAN JUAN AV. y LA PLATA AV.,6,-58.42675754,-34.6269973,PEATON-PASAJEROS,PEATON,PASAJEROS,8,PEATON,FEMENINO,63,8/10/2021,CABALLITO,6851028.91357
2021-0066,1,2021,Agosto,Viernes,20,AVENIDA,SI,"LOPE DE VEGA AV. y PAZ, GRAL. AV.",11,-58.52933723,-34.61098186,PEATON-PASAJEROS,PEATON,PASAJEROS,20,PEATON,MASCULINO,59,8/9/2021,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,14120042.4238
2021-0067,1,2021,Agosto,Domingo,9,AUTOPISTA,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910943,-34.62764718,MOTO-OBJETO FIJO,MOTO,MOTO,9,CONDUCTOR,MASCULINO,27,8/8/2021,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2021-0068,1,2021,Agosto,Domingo,6,AVENIDA,NO,"BEIRO, FRANCISCO AV. 5071",11,-58.52161176,-34.61164474,MOTO-OBJETO FIJO,MOTO,MOTO,6,CONDUCTOR,MASCULINO,39,8/15/2021,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,14120042.4238
2021-0069,1,2021,Agosto,Viernes,17,AVENIDA,NO,SANTA FE AV. 3428,14,-58.41354692,-34.5869768,PEATON-AUTO,PEATON,AUTO,17,PEATON,MASCULINO,17,8/21/2021,PALERMO,15845871.2876
2021-0070,1,2021,Agosto,Sábado,8,AVENIDA,SI,"CHILAVERT, MARTINIANO, CORONEL y VARELA AV.",8,-58.43960781,-34.65470804,MOTO-CARGAS,MOTO,CARGAS,8,CONDUCTOR,MASCULINO,31,8/28/2021,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,22216901.8455
2021-0071,1,2021,Agosto,Martes,16,CALLE,NO,SAN LUIS 2730,3,-58.4045461,-34.60003693,PEATON-MOTO,PEATON,MOTO,16,PEATON,MASCULINO,88,9/1/2021,BALVANERA - SAN CRISTOBAL,6385991.39578
2021-0072,1,2021,Septiembre,Miércoles,19,AVENIDA,SI,CALLAO AV. y PARAGUAY,2,-58.39303911,-34.59871111,PEATON-AUTO,PEATON,AUTO,19,PEATON,FEMENINO,57,9/1/2021,RECOLETA,6317264.56099
2021-0073,1,2021,Septiembre,Sábado,12,AVENIDA,SI,"DEL LIBERTADOR AV. y AGOTE, LUIS DR.",2,-58.39391034,-34.58405348,BICICLETA-AUTO,BICICLETA,AUTO,12,CICLISTA,FEMENINO,76,9/18/2021,RECOLETA,6317264.56099
2021-0074,1,2021,Septiembre,Lunes,15,GRAL PAZ,SI,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.5007381,-34.5497951,MULTIPLE,MOTO,MULTIPLE,15,CONDUCTOR,MASCULINO,55,9/20/2021,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,15570926.6376
2021-0075,1,2021,Septiembre,Martes,14,CALLE,SI,SALTA y BRASIL,1,-58.38281301,-34.62786038,PEATON-CARGAS,PEATON,CARGAS,14,PEATON,MASCULINO,65,9/21/2021,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2021-0076,1,2021,Octubre,Sábado,6,AVENIDA,NO,"MORENO, PERITO AV. 2152",7,-58.43980799,-34.65094083,MOTO-OBJETO FIJO,MOTO,MOTO,6,CONDUCTOR,MASCULINO,31,10/16/2021,FLORES - PARQUE CHACABUCO,12422900.8308
2021-0077,1,2021,Octubre,Lunes,7,AVENIDA,NO,DIRECTORIO AV. 1169,6,-58.44402387,-34.62933109,MOTO-CARGAS,MOTO,CARGAS,7,CONDUCTOR,FEMENINO,31,10/18/2021,CABALLITO,6851028.91357
2021-0078,1,2021,Octubre,Sábado,6,AVENIDA,SI,INDEPENDENCIA AV. y LA PLATA AV.,6,-58.42779702,-34.62207347,MOTO-PASAJEROS,MOTO,PASAJEROS,6,CONDUCTOR,MASCULINO,22,10/23/2021,CABALLITO,6851028.91357
2021-0079,1,2021,Octubre,Lunes,3,CALLE,NO,TUCUMAN 3112,3,-58.40944147,-34.60097942,PEATON-AUTO,PEATON,AUTO,3,PEATON,MASCULINO,0,10/25/2021,BALVANERA - SAN CRISTOBAL,6385991.39578
2021-0080,1,2021,Octubre,Jueves,16,AVENIDA,SI,ARENALES y 9 DE JULIO AV.,1,-58.38277479,-34.5943016,MOTO-AUTO,MOTO,AUTO,16,CONDUCTOR,MASCULINO,32,10/28/2021,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2021-0081,1,2021,Noviembre,Martes,13,AUTOPISTA,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRANDSEN,4,-58.37627355,-34.63800916,MOTO-CARGAS,MOTO,CARGAS,13,CONDUCTOR,MASCULINO,26,11/2/2021,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,21684644.6266
2021-0082,1,2021,Noviembre,Sábado,4,AUTOPISTA,NO,AUTOPISTA 25 DE MAYO y PASCO,3,-58.39591856,-34.62453459,MOTO-AUTO,MOTO,AUTO,4,CONDUCTOR,MASCULINO,38,11/6/2021,BALVANERA - SAN CRISTOBAL,6385991.39578
2021-0083,1,2021,Noviembre,Martes,0,AVENIDA,SI,CABILDO AV. y OLAZABAL,13,-58.45829717,-34.56015762,MOTO-AUTO,MOTO,AUTO,0,CONDUCTOR,MASCULINO,30,11/9/2021,BELGRANO - COLEGIALES - NUÑEZ,14713213.1821
2021-0084,1,2021,Noviembre,Jueves,3,AVENIDA,SI,TAPALQUE y BRUIX AV.,9,-58.49142611,-34.64584795,AUTO-OBJETO FIJO,AUTO,AUTO,3,CONDUCTOR,MASCULINO,32,11/11/2021,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2021-0085,1,2021,Noviembre,Sábado,18,GRAL PAZ,SI,"PAZ, GRAL. AV. y EZEIZA",12,-58.51271409,-34.57786555,MOTO-OBJETO FIJO,MOTO,MOTO,18,CONDUCTOR,MASCULINO,49,11/20/2021,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,15570926.6376
2021-0086,1,2021,Noviembre,Jueves,10,AVENIDA,SI,RIVADAVIA AV. y PUAN,6,-58.44864864,-34.62352826,PEATON-PASAJEROS,PEATON,PASAJEROS,10,PEATON,MASCULINO,75,11/25/2021,CABALLITO,6851028.91357
2021-0087,1,2021,Noviembre,Sábado,11,CALLE,NO,ESMERALDA 1359,1,-58.37795815,-34.59167894,PEATON-BICICLETA,PEATON,BICICLETA,11,PEATON,FEMENINO,73,11/27/2021,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2021-0088,1,2021,Diciembre,Miércoles,15,CALLE,SI,MONROE y 3 DE FEBRERO,13,-58.45531707,-34.55555257,MOTO-AUTO,MOTO,AUTO,15,CONDUCTOR,MASCULINO,45,12/7/2021,BELGRANO - COLEGIALES - NUÑEZ,14713213.1821
2021-0089,1,2021,Diciembre,Jueves,1,AVENIDA,NO,GAONA AV. 3655,11,-58.47633683,-34.62140594,MOTO-AUTO,MOTO,AUTO,1,CONDUCTOR,MASCULINO,41,12/11/2021,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,14120042.4238
2021-0090,1,2021,Diciembre,Viernes,11,AVENIDA,SI,9 DE JULIO AV. y LAVALLE,1,-58.38188582,-34.60256036,PEATON-PASAJEROS,PEATON,PASAJEROS,11,PEATON,MASCULINO,73,1/3/2022,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,17794568.879
2021-0091,1,2021,Diciembre,Sábado,23,CALLE,SI,"BAIGORRIA y HUGO, VICTOR",10,-58.51989389,-34.62284918,MOTO-AUTO,MOTO,AUTO,23,CONDUCTOR,MASCULINO,24,12/11/2021,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,12656556.9378
2021-0092,1,2021,Diciembre,Domingo,6,AVENIDA,SI,RIVADAVIA AV. y PUEYRREDON AV.,3,-58.4059686,-34.61011987,PEATON-AUTO,PEATON,AUTO,6,PEATON,FEMENINO,50,12/12/2021,BALVANERA - SAN CRISTOBAL,6385991.39578
2021-0093,1,2021,Diciembre,Lunes,17,AVENIDA,SI,RIESTRA AV. y MOM,7,-58.43353773,-34.64561636,MOTO-AUTO,MOTO,AUTO,17,PASAJERO_ACOMPAÑANTE,FEMENINO,18,12/18/2021,FLORES - PARQUE CHACABUCO,12422900.8308
2021-0094,1,2021,Diciembre,Lunes,1,AUTOPISTA,SI,"DELLEPIANE, LUIS, TTE. GRAL. y LACARRA AV.",9,-58.46739825,-34.65117757,MOTO-AUTO,MOTO,AUTO,1,PASAJERO_ACOMPAÑANTE,FEMENINO,43,12/20/2021,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
2021-0095,1,2021,Diciembre,Jueves,0,AVENIDA,SI,GAONA AV. y TERRADA,11,-58.47293407,-34.61984745,MOTO-CARGAS,MOTO,CARGAS,0,CONDUCTOR,MASCULINO,27,1/2/2022,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,14120042.4238
2021-0096,1,2021,Diciembre,Miércoles,10,AVENIDA,NO,"PERON, EVA AV. 4071",9,-58.47066794,-34.65021673,AUTO-CARGAS,AUTO,CARGAS,10,CONDUCTOR,MASCULINO,60,12/20/2021,LINIERS - MATADEROS - PARQUE AVELLANEDA,16505305.7861
